Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.05418762162012112,0.062156461388525805,0.05418762162012112,0.059499774128198624,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.05949977401188067,0.06268767651678347,0.05949977401188067,0.06162463501095772,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.06162465320669067,0.0632189104330174,0.06162465320669067,0.0626876950263977,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06268769565913786,0.06321891107111939,0.060562223004737896,0.06109343841671944,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06109344259729455,0.06162465804562673,0.059499796252298,0.06003101170063019,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.060031023882829784,0.060031023882829784,0.05790616165829909,0.05843737721443176,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.058437374419242516,0.05949980548068943,0.05578129676562524,0.056843727827072144,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.056843740282231645,0.056843740282231645,0.05471887769375441,0.05525009334087372,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.05525006691906064,0.05631249770522118,0.05471885152598037,0.056312497705221176,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.056312500825048725,0.05843736251509149,0.05578128540253804,0.057906147092580795,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05790614303803921,0.058968573808670044,0.05790614303803921,0.058968573808670044,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.05896859277056444,0.05896859277056444,0.05737494610216642,0.05843737721443176,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.05843736251509149,0.05843736251509149,0.057906147092580795,0.057906147092580795,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.05790616165829909,0.05949980832669711,0.05790616165829909,0.05843737721443176,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.058968573808670044,0.0605622199646163,0.058968573808670044,0.058968573808670044,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.058968573808670044,0.059499789193985464,0.058968573808670044,0.058968573808670044,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.05896857793760218,0.05949979336011287,0.05684371624755942,0.057906147092580795,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.05790616165829909,0.05949980832669711,0.05790616165829909,0.05843737721443176,10252800,0.0,0.0
